"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_item_jian_7_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_jian_8"	"圣剑★★"
		"DOTA_Tooltip_ability_item_jian_8_Description"	"<h1>被动：格挡</h1>格挡%damage_block%的物理伤害\n<h1>被动：猛击</h1>攻击时有一定几率造成%bash_damage%倍暴击且无视护甲\n一把融合了大部分物品的神器"
		"DOTA_Tooltip_ability_item_jian_8_Note0"	"主手武器只能装备一件"
		"DOTA_Tooltip_ability_item_jian_8_bash_chance"	"额外伤害几率："
		"DOTA_Tooltip_ability_item_jian_8_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_jian_8_bonus_damage"	"+攻击力"
		"DOTA_Tooltip_ability_item_jian_8_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_jian_8_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_jian_8_bonus_move_speed"	"+移动速度"
		"DOTA_Tooltip_ability_item_jian_8_bonus_resistance"	"+魔法抗性"
		"DOTA_Tooltip_ability_item_jian_8_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_jian_9"	"圣剑★★★"
		"DOTA_Tooltip_ability_item_jian_9_Description"	"<h1>被动：格挡</h1>格挡%damage_block%的物理伤害\n<h1>被动：猛击</h1>攻击时有一定几率造成%bash_damage%倍暴击且无视护甲\n一把融合了大部分物品的神器"
		"DOTA_Tooltip_ability_item_jian_9_Note0"	"主手武器只能装备一件"
		"DOTA_Tooltip_ability_item_jian_9_bash_chance"	"额外伤害几率："
		"DOTA_Tooltip_ability_item_jian_9_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_jian_9_bonus_damage"	"+攻击力"
		"DOTA_Tooltip_ability_item_jian_9_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_jian_9_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_jian_9_bonus_move_speed"	"+移动速度"
		"DOTA_Tooltip_ability_item_jian_9_bonus_resistance"	"+魔法抗性"
		"DOTA_Tooltip_ability_item_jian_9_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_recipe_fazhang_2"	"空明杖合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fazhang_3"	"原力法杖合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fazhang_4"	"阿托斯之杖合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fazhang_5"	"狄安娜月亮神杖合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fazhang_6"	"神杖合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fazhang_7"	"神杖★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fazhang_8"	"神杖★★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fazhang_9"	"神杖★★★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_2"	"鹰角弓合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_3"	"夜鹰弓合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_4"	"古龙之弓合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_5"	"代达罗斯风暴弓合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_6"	"万象合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_7"	"万象★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_8"	"万象★★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_gong_9"	"万象★★★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jia_2"	"刃甲合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jia_3"	"板甲合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jia_4"	"强袭装甲合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jia_5"	"雅典娜战甲合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_2"	"大剑合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_3"	"夜叉合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_4"	"散华合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_5"	"阿瑞斯之剑合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_6"	"圣剑合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_7"	"圣剑★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_8"	"圣剑★★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_jian_9"	"圣剑★★★合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_xie_2"	"布鞋合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_xie_3"	"疾风履合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_xie_4"	"飞鞋合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_xie_5"	"赫尔墨斯飞鞋合成卷轴"
		"DOTA_Tooltip_ability_item_xie_1"	"草鞋"
		"DOTA_Tooltip_ability_item_xie_1_Description"	"简陋的布料编制的鞋子"
		"DOTA_Tooltip_ability_item_xie_1_Lore"	"至少我有鞋穿了，可是跟草有什么关系？"
		"DOTA_Tooltip_ability_item_xie_1_Note0"	"鞋类只能装备一件"
		"DOTA_Tooltip_ability_item_xie_1_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_xie_1_bonus_movement_speed"	"+移动速度"
		"DOTA_Tooltip_ability_item_xie_1_bonus_resistance"	"+魔法抗性"
		"DOTA_Tooltip_ability_item_xie_2"	"布鞋"
		"DOTA_Tooltip_ability_item_xie_2_Description"	"高级布料编制的鞋子，更加的的轻便柔软"
		"DOTA_Tooltip_ability_item_xie_2_Lore"	"布制的比草制的更不磨脚。"
		"DOTA_Tooltip_ability_item_xie_2_Note0"	"鞋类只能装备一件"
		"DOTA_Tooltip_ability_item_xie_2_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_xie_2_bonus_movement_speed"	"+移动速度"
		"DOTA_Tooltip_ability_item_xie_2_bonus_resistance"	"+魔法抗性"
		"DOTA_Tooltip_ability_item_xie_3"	"疾风履"
		"DOTA_Tooltip_ability_item_xie_3_Description"	"附加风之魔法的鞋子，大大提升了移动速度"
		"DOTA_Tooltip_ability_item_xie_3_Lore"	"穿上它就像起飞了一般。"
		"DOTA_Tooltip_ability_item_xie_3_Note0"	"鞋类只能装备一件"
		"DOTA_Tooltip_ability_item_xie_3_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_xie_3_bonus_movement_speed"	"+移动速度"
		"DOTA_Tooltip_ability_item_xie_3_bonus_resistance"	"+魔法抗性"
		"DOTA_Tooltip_ability_item_xie_4"	"飞鞋"
		"DOTA_Tooltip_ability_item_xie_4_Description"	"带上了翅膀的鞋子，穿上它就如同飞一般"
		"DOTA_Tooltip_ability_item_xie_4_Lore"	"起飞了。"
		"DOTA_Tooltip_ability_item_xie_4_Note0"	"鞋类只能装备一件"
		"DOTA_Tooltip_ability_item_xie_4_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_xie_4_bonus_movement_speed"	"+移动速度"
		"DOTA_Tooltip_ability_item_xie_4_bonus_resistance"	"+魔法抗性"
		"DOTA_Tooltip_ability_item_xie_5"	"赫尔墨斯飞鞋"
		"DOTA_Tooltip_ability_item_xie_5_Description"	"赫尔墨斯穿过的鞋子，不知什么时候丢了一只"
		"DOTA_Tooltip_ability_item_xie_5_Lore"	"虽然只有一只，但也足够你跑的飞起了。"
		"DOTA_Tooltip_ability_item_xie_5_Note0"	"鞋类只能装备一件"
		"DOTA_Tooltip_ability_item_xie_5_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_xie_5_bonus_movement_speed"	"+移动速度"
		"DOTA_Tooltip_ability_item_xie_5_bonus_resistance"	"+魔法抗性"

		"DOTA_Tooltip_ability_item_zhanqi"	"哥布林战旗"
		"DOTA_Tooltip_ability_item_zhanqi_Description"	"<h1>被动：战鼓</h1>为900范围的友军提供攻击力与攻速加成\n哥布林部落的战旗，能唤起周围单位的战斗欲望"
		"DOTA_Tooltip_ability_item_zhanqi_bonus_health"	"生命值："
		"DOTA_Tooltip_ability_item_zhanqi_bonus_mana"	"魔法值："
		"DOTA_Tooltip_ability_item_zhanqi_bonus_health_regen"	"生命回复："
		"DOTA_Tooltip_ability_item_zhanqi_bonus_mana_regen"	"魔法回复："
		"DOTA_Tooltip_ability_item_zhanqi_bonus_attack_speed"	"光环攻击速度："
		"DOTA_Tooltip_modifier_item_zhanqi_buff"	"哥布林光环"
		"DOTA_Tooltip_modifier_item_zhanqi_buff_Description"	"该单位的攻击力与攻击速度得到提升"
		"DOTA_Tooltip_ability_item_zhanqi_bonus_attack"	"%光环攻击力："
		"DOTA_Tooltip_ability_item_zhanqi_radius"	"光环影响范围："
		"DOTA_Tooltip_ability_item_xiongpi"	"熊皮斗篷"
		"DOTA_Tooltip_ability_item_xiongpi_Description"	"<h1>被动：伤害减免</h1>减少所有类型的伤害\n坚韧的熊皮制成的斗篷，能挡住一部分的伤害"
		"DOTA_Tooltip_ability_item_xiongpi_Note0"	"所有伤害都能格挡"
		"DOTA_Tooltip_ability_item_xiongpi_bonus_attack"	"%攻击力："
		"DOTA_Tooltip_ability_item_xiongpi_bonus_attack_speed"	"攻击速度："
		"DOTA_Tooltip_ability_item_xiongpi_radius"	"Radius: "
		"DOTA_Tooltip_ability_item_xiongpi_damage_block"	"伤害减免："
		"DOTA_Tooltip_ability_item_xiongpi_bonus_armor"	"护甲："
		"DOTA_Tooltip_ability_item_hexin"	"奇怪的核心"
		"DOTA_Tooltip_ability_item_hexin_Description"	"<h1>被动：自我修复</h1>每击杀一个单位将回复%heal_percent%%%的生命与魔法。\n似乎是控制石头人的核心"
		"DOTA_Tooltip_ability_item_hexin_Lore"	"大概这就是石头人活了这么久的原因"
		"DOTA_Tooltip_ability_item_hexin_damage_block"	"伤害减免："
		"DOTA_Tooltip_ability_item_hexin_bonus_armor"	"护甲："
		"DOTA_Tooltip_ability_item_hexin_bonus_health"	"生命值："
		"DOTA_Tooltip_ability_item_hexin_bonus_mana"	"魔法值："
		"DOTA_Tooltip_ability_item_hexin_heal_percent"	"%修复百分比："
		"DOTA_Tooltip_ability_item_zhangu"	"古之忍耐姜歌"
		"DOTA_Tooltip_ability_item_zhangu_Description"	"<h1>主动：击鼓</h1>激活所有的充能点数，每点充能回复20点生命与8点魔法，并赋予10秒的吸血效果\n<h1>被动：战鼓</h1>为900范围的友军提供攻击力与攻速加成\n<h1>被动：忍耐</h1>每受到一次伤害将获得一点充能\n远古部落流传下来的强韧战鼓"
		"DOTA_Tooltip_ability_item_zhangu_Lore"	"经历过各种远古战役依然完好无损"
		"DOTA_Tooltip_ability_item_zhangu_bonus_health"	"生命值："
		"DOTA_Tooltip_ability_item_zhangu_bonus_mana"	"魔法值："
		"DOTA_Tooltip_ability_item_zhangu_heal_percent"	"%生命回复："
		"DOTA_Tooltip_modifier_item_zhangu_buff"	"战鼓光环"
		"DOTA_Tooltip_modifier_item_zhangu_buff_Description"	"该单位的攻击力与攻击速度得到提升"
		"DOTA_Tooltip_ability_item_zhangu_bonus_armor"	"护甲："
		"DOTA_Tooltip_ability_item_zhangu_damage_block"	"伤害减免："
		"DOTA_Tooltip_ability_item_zhangu_bonus_attack"	"%光环攻击力："
		"DOTA_Tooltip_ability_item_zhangu_bonus_attack_speed"	"光环攻击速度："
		"DOTA_Tooltip_ability_item_zhangu_radius"	"光环影响范围："
		"DOTA_Tooltip_ability_item_zhangu_heal_amount"	"每点充能生命回复："
		"DOTA_Tooltip_ability_item_zhangu_mana_amount"	"每点充能魔法回复："
		"DOTA_Tooltip_ability_item_zhangu_bonus_lifesteal"	"%击鼓生命吸取："
		"DOTA_Tooltip_modifier_item_zhangu_xixue"	"击鼓"
		"DOTA_Tooltip_modifier_item_zhangu_xixue_Description"	"该单位获得暂时的吸血效果"
		"DOTA_Tooltip_ability_item_zhangu_duration"	"击鼓持续时间："
		"DOTA_Tooltip_ability_item_recipe_zhangu"	"古之忍耐姜歌合成卷轴"
		
		"DOTA_Tooltip_ability_item_zhuanshu"	"专属装备"
		"DOTA_Tooltip_ability_item_zhuanshu_Description"	"完成任务后将获得一件英雄独有的装备。"
		"DOTA_Tooltip_Ability_item_yunshizhaohuan"	"陨星之核"
		"DOTA_Tooltip_Ability_item_yunshizhaohuan_Description"	"<h1>被动：陨石天降</h1>召唤一个陨石从天而降\n你确定要使用这个东西吗？使用后也许会带来毁灭性的后果。"
		"DOTA_Tooltip_Ability_item_yunshizhaohuan_Lore"	"来自赤雨的陨石"

		"DOTA_Tooltip_ability_item_ring_1"	"晨辉之戒"
		"DOTA_Tooltip_ability_item_ring_1_Description"	"<h1>被动：晨辉</h1>早晨的阳光给你带来%health_regen_percent%%%每秒的生命魔法回复\n早晨来临之时赋予佩带者晨辉效果。主动使用将暂时获得晨辉效果。"
		"DOTA_Tooltip_ability_item_ring_1_Lore"	"早晨的阳光能带给你温暖"
		"DOTA_Tooltip_ability_item_ring_1_hp_regen"	"生命回复："
		"DOTA_Tooltip_ability_item_ring_1_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_ring_2"	"宝石之戒"
		"DOTA_Tooltip_ability_item_ring_2_Description"	"<h1>被动：虚荣</h1>宝石的闪耀提升%gold_gain_percent%%的金钱获取率\n日光来临之时赋予佩带者虚荣效果。主动使用将暂时获得虚荣效果。"
		"DOTA_Tooltip_ability_item_ring_2_Lore"	"女人都爱宝石"
		"DOTA_Tooltip_ability_item_ring_2_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_ring_3"	"恶魔之戒"
		"DOTA_Tooltip_ability_item_ring_3_Description"	"<h1>被动：恶魔之血</h1>恶魔的力量提升%property_percent%%%的主属性\n白昼行将，赋予佩带者恶魔之血效果。主动使用将暂时获得恶魔之血效果。"
		"DOTA_Tooltip_ability_item_ring_3_Lore"	"恶魔的配戒"
		"DOTA_Tooltip_ability_item_ring_3_bonus_stats"	"+全属性"
		"DOTA_Tooltip_modifier_item_ring_3_buff"	"虚荣"
		"DOTA_Tooltip_modifier_item_ring_3_buff_Description"	"每击杀一只怪额外获得10的金钱"
		"DOTA_Tooltip_ability_item_ring_4"	"石化妖目童"
		"DOTA_Tooltip_ability_item_ring_4_Description"	"<h1>被动：石化</h1>石化的皮肤减少%damage_reduce_percent%%%所受到的伤害\n夜幕来临之时赋予佩带者石化效果。主动使用将暂时获得石化效果。"
		"DOTA_Tooltip_ability_item_ring_4_Lore"	"美杜莎的眼睛"
		"DOTA_Tooltip_ability_item_ring_4_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_ring_5"	"诡丝重目童"
		"DOTA_Tooltip_ability_item_ring_5_Description"	"<h1>被动：诡丝重目童</h1>精准的找出敌人的弱点提升%damage_percent%%%的所有伤害\n凌晨来临之时赋予佩带者诡丝重目童效果。主动使用将暂时获得诡丝重目童效果。"
		"DOTA_Tooltip_ability_item_ring_5_Lore"	"深渊魔眼"
		"DOTA_Tooltip_ability_item_ring_5_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_ring_6"	"黑夜之戒"
		"DOTA_Tooltip_ability_item_ring_6_Description"	"<h1>被动：长夜</h1>漫漫长夜减少%cooldown_reduce%秒的技能冷却时间\n长夜来临之时赋予佩带者长夜效果。主动使用将暂时获得长夜效果。"
		"DOTA_Tooltip_ability_item_ring_6_Lore"	"夜神夜神夜神"
		"DOTA_Tooltip_ability_item_ring_6_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_ring_shop"	"未知的戒指"
		"DOTA_Tooltip_ability_item_ring_shop_Description"	"一枚未知的戒指，隐藏着未知的秘密"
		"DOTA_Tooltip_ability_item_ring_shop_bonus_stats"	"全属性："
		"DOTA_Tooltip_ability_item_ring_broken"	"破碎的隐秘之戒"
		"DOTA_Tooltip_ability_item_recipe_ring_broken"	"破碎的隐秘之戒合成卷轴"
		"DOTA_Tooltip_ability_item_ring_world"	"创世之戒"
		"DOTA_Tooltip_ability_item_ring_world_Description"	"<h1>被动：创世之力</h1>使得所有戒指效果无视时间影响\n<h1>被动</h1>描述\n<h1>被动</h1>描述\n<h1>被动</h1>描述\n创世神创造世界后将剩余的神力注入6枚戒指中，通过组合不同的戒指能掌握一部分创世之力。"
		"DOTA_Tooltip_ability_item_ring_world_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_ring_world_broken"	"破碎的创世之戒"
		"DOTA_Tooltip_ability_item_recipe_ring_world_broken"	"破碎的封印之戒合成卷轴"
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_stats"	"+全属性"
		"DOTA_Tooltip_ability_item_ring_broken_bonus_stats"	"全属性："
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_hp_regen"	"+生命回复"
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_mp_regen"	"+魔法回复"
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_ring_world_broken_damage_block"	"+伤害格挡"
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_attack"	"+%攻击力"
		"DOTA_Tooltip_ability_item_ring_world_broken_bonus_attack_speed"	"+攻击速度"
		"DOTA_Tooltip_ability_item_ring_world_broken_Description"	"<h1>被动：破碎的创世之力</h1>使得所有戒指效果无视时间影响\n<h1>被动</h1>描述\n<h1>被动</h1>描述\n、创世神创造世界后将剩余的神力注入6枚戒指中，相同的戒指只能掌握一部分破碎的创世之力。"
		
		"DOTA_Tooltip_ability_item_ring_secret"	"隐秘之戒"
		"DOTA_Tooltip_ability_item_ring_secret_Description"	"<h1>被动：隐秘</h1>当戒指碎片的力量激发时将获得隐秘之戒的力量\n<h1>被动</h1>描述\n<h1>被动</h1>描述\n<h1>被动</h1>描述\n不同的戒指碎片激发出隐藏了力量，主动使用将短暂获得隐秘效果。"
		"DOTA_Tooltip_ability_item_ring_secret_Lore"	"通过这枚戒指能找到力量的根源"
		"DOTA_Tooltip_ability_item_ring_secret_bonus_stats"	"全属性："
		"DOTA_Tooltip_ability_item_recipe_ring_secret"	"隐秘之戒合成卷轴"
		"DOTA_Tooltip_ability_item_ring_world_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_ring_world_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_ring_world_bonus_hp_regen"	"+生命回复"
		"DOTA_Tooltip_ability_item_ring_world_bonus_mp_regen"	"+魔法回复"
		"DOTA_Tooltip_ability_item_ring_world_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_ring_world_damage_block"	"+伤害格挡"
		"DOTA_Tooltip_ability_item_ring_world_bonus_attack"	"+%攻击力"
		"DOTA_Tooltip_ability_item_ring_world_bonus_attack_speed"	"+攻击速度"
		"DOTA_Tooltip_ring_0_1"	"晨辉"
		"DOTA_Tooltip_ring_0_1_Description"	"早晨的阳光给你带来6%%每秒的生命魔法回复"
		"DOTA_Tooltip_ring_0_2"	"虚荣"
		"DOTA_Tooltip_ring_0_2_Description"	"宝石之光提升25%的金钱获取率"
		"DOTA_Tooltip_ring_0_3"	"魔血"
		"DOTA_Tooltip_ring_0_3_Description"	"恶魔的力量提升10%%的全属性"
		"DOTA_Tooltip_ring_0_4"	"石化"
		"DOTA_Tooltip_ring_0_4_Description"	"石化的皮肤减少10%%所受到的伤害"
		"DOTA_Tooltip_ring_0_5"	"瞳术"
		"DOTA_Tooltip_ring_0_5_Description"	"精准的找出敌人的弱点提升10%%的所有伤害"
		"DOTA_Tooltip_ring_0_6"	"长夜"
		"DOTA_Tooltip_ring_0_6_Description"	"减少1秒的技能冷却时间"
		"DOTA_Tooltip_ring_1_1"	"破碎的晨辉"
		"DOTA_Tooltip_ring_1_1_Description"	"早晨的阳光给你带来6%%每秒的生命魔法回复"
		"DOTA_Tooltip_ring_2_2"	"破碎的虚荣"
		"DOTA_Tooltip_ring_2_2_Description"	"宝石之光提升25%的金钱获取率"
		"DOTA_Tooltip_ring_3_3"	"破碎的恶魔之血"
		"DOTA_Tooltip_ring_3_3_Description"	"恶魔的力量提升10%%的主属性"
		"DOTA_Tooltip_ring_4_4"	"破碎的石化"
		"DOTA_Tooltip_ring_4_4_Description"	"石化的皮肤减少10%%所受到的伤害"
		"DOTA_Tooltip_ring_5_5"	"破碎的目童术"
		"DOTA_Tooltip_ring_5_5_Description"	"精准的找出敌人的弱点提升10%%的所有伤害"
		"DOTA_Tooltip_ring_6_6"	"破碎的长夜"
		"DOTA_Tooltip_ring_6_6_Description"	"减少1秒的技能冷却时间"
		"DOTA_Tooltip_ring_1_2"	"荣光"
		"DOTA_Tooltip_ring_1_2_Description"	"每攻击一次回复8%%的生命/魔法"
		"DOTA_Tooltip_ring_1_3"	"魔龙之心"
		"DOTA_Tooltip_ring_1_3_Description"	"每200点力量/智力提升1%%/s的生命/魔法回复"
		"DOTA_Tooltip_ring_1_4"	"魔纹血钻"
		"DOTA_Tooltip_ring_1_4_Description"	"受到伤害时有15%%的几率回复20%%的生命"
		"DOTA_Tooltip_ring_1_5"	"狂战士"
		"DOTA_Tooltip_ring_1_5_Description"	"每减少10%%生命提升20%%的所有伤害"
		"DOTA_Tooltip_ring_1_6"	"辉夜"
		"DOTA_Tooltip_ring_1_6_Description"	"施放技能有50%%的几率减少50%%的冷却"
		"DOTA_Tooltip_ring_2_3"	"贪魔"
		"DOTA_Tooltip_ring_2_3_Description"	"每攻击一次提升2%%的主属性，持续10秒"
		"DOTA_Tooltip_ring_2_4"	"极光屏障"
		"DOTA_Tooltip_ring_2_4_Description"	"每受到一次攻击减少1%%的所有伤害，持续10秒"
		"DOTA_Tooltip_ring_2_5"	"破环死光"
		"DOTA_Tooltip_ring_2_5_Description"	"每攻击一次提升2%%的所有伤害，持续10秒"
		"DOTA_Tooltip_ring_2_6"	"夜光"
		"DOTA_Tooltip_ring_2_6_Description"	"每击杀一个单位减少1秒的技能冷却，内置冷却1.5秒"
		"DOTA_Tooltip_ring_3_4"	"石化凝视"
		"DOTA_Tooltip_ring_3_4_Description"	"受到伤害时使目标减少50%%的伤害输出，持续10秒"
		"DOTA_Tooltip_ring_3_5"	"圣魔纹章"
		"DOTA_Tooltip_ring_3_5_Description"	"造成技能伤害时有50%%的几率造成双倍伤害"
		"DOTA_Tooltip_ring_3_6"	"暗夜魔王"
		"DOTA_Tooltip_ring_3_6_Description"	"每次施法提升15%%的主属性，持续10秒"
		"DOTA_Tooltip_ring_4_5"	"诡丝双目童"
		"DOTA_Tooltip_ring_4_5_Description"	"受到伤害时减少25%%的伤害并反弹主属性伤害给周围单位"
		"DOTA_Tooltip_ring_4_6"	"石像鬼"
		"DOTA_Tooltip_ring_4_6_Description"	"每次施法后一秒内免疫所有伤害并魔法免疫"
		"DOTA_Tooltip_ring_5_6"	"血夜"
		"DOTA_Tooltip_ring_5_6_Description"	"施法后提升25%%的所有伤害，持续10秒"
		
		"DOTA_Tooltip_ability_item_recipe_ring_world"	"创世之戒合成卷轴"
		"DOTA_Tooltip_ability_item_ring_broken_Description"	"<h1>被动：破碎的隐秘</h1>当戒指碎片的力量激发时将获得破碎的隐秘之戒的力量\n<h1>被动</h1>描述\n<h1>被动</h1>描述\n相同的戒指碎片不足以激发出隐藏了力量，主动使用将短暂获得破碎的隐秘效果。"
		"DOTA_Tooltip_ability_item_ring_world_broken_Lore"	"凡人无法承受多于两枚戒指的创世之力"
		"DOTA_Tooltip_ability_item_ring_world_Lore"	"凡人无法承受多于两枚戒指的创世之力"
		"DOTA_Tooltip_Ability_item_ronghe"	"融合"
		"DOTA_Tooltip_Ability_item_ronghe_Description"	"将两枚戒指融合在一起，根据戒指的不同有可能发生奇妙的反应"
		"DOTA_Tooltip_Ability_item_ronghe_Lore"	"1+1不一定等于2"

		"hg_button"	"回城"
		"hp_button"	"生命"
		"armor_button"	"护甲"
		"regen_button"	"回复"
		"hg"	"回城<br></br>------------------------------------------------<br></br>立刻回到雅典娜身旁"
		"hp_tip"	"生命提升<br></br>------------------------------------------------<br></br>消耗1000点金币提升雅典娜1000点生命值<br></br>每次升级额外消耗100金币<br></br>使用者力量提升1-5点"
		"armor_tip"	"护甲提升<br></br>------------------------------------------------<br></br>消耗1000点金币提升雅典娜1点护甲<br></br>每次升级额外消耗100金币<br></br>使用者敏捷提升1-5点"
		"regen_tip"	"回复提升<br></br>------------------------------------------------<br></br>消耗1000点金币提升雅典娜5点生命回复<br></br>每次升级额外消耗100金币<br></br>使用者智力提升1-5点"
		"quest_difficulty_easy"	"当前难度：简单"
		"quest_difficulty_normal"	"当前难度：普通"
		"quest_difficulty_hard"	"当前难度：困难"
		"quest_difficulty_nightmare"	"当前难度：噩梦"
		"quest_difficulty_team"	"当前难度：团队"
		"select_difficulty"	"难度选择："
		"select_difficulty_easy"	"简单"
		"select_difficulty_normal"	"普通"
		"select_difficulty_hard"	"困难"
		"select_difficulty_nightmare"	"噩梦"
		"select_difficulty_team"	"团队"
		"quest_rush"	"突袭进攻"
		"QuestKobold"	"我这有一个赏金任务，帮我杀死3只【哥布林领主】，我会给你一些独特的奖励。"
		"QuestBeast"	"这里又有一个新的赏金任务，帮我杀死2只【地狱熊怪】，报酬会让你满意的。"
		"QuestGolem"	"帮我杀死那只【大石头】，报酬是一个神秘礼物。"
		"OnQuestKobold"	"你以为我会算错数量吗?"
		"OnQuestBeast"	"完成任务了再回来找我吧。"
		"OnQuestGolem"	"你在逗我，那个大个子还在那把?"
		"CompleteQuestKobold"	"这是给你的奖励"
		"CompleteQuestBeast"	"这是给你的奖励"
		"CompleteQuestGolem"	"这是给你的奖励，收好了。"
		"CompleteQuestEasy"	"我已经没有任务给你了。"
		"QuestDemon"	"如果你能帮我击杀掉那只【火焰恶魔】，我会给你一个特殊召唤物"
		"OnQuestDemon"	"还没有杀掉吗?"
		"CompleteQuestDemon"	"这是一个特殊的召唤物，请不要在家玩火。"
		"CompleteQuestSolo"	"我已经没有任务给你了。"
		"QuestOnlyReborn"	"请转生之后再来把。"
		"QuestOnly"	"杀死试炼小兵来证明你的实力"
		"OnQuestOnly"	"还不够"
		"CompleteQuestOnly"	"这是给你的专属装备。"
		"CompletedQuestOnly"	"你已经完成了专属任务。"
		"questtitle"	"任务列表"
		"questtext"	"击杀数量"
		"KillKoboldLord"	"杀死3只哥布林领主："
		"KillHellBeast"	"杀死2只地狱熊怪："
		"KillAcientGolem"	"杀死石头人："
		"KillFireDemon"	"杀死地狱火焰恶魔："
		"Trial"	"杀死试炼小兵："
		"QuestKoboldTitle"	"杀死3只哥布林领主："
		"info_tip"	"贴士："
		"info_tip_1"	"● 家里出售的药水不会被打断"
		"info_tip_2"	"● 上下两个英雄纪念碑前期为你提供少量金钱和经验"
		"info_tip_3"	"● 家里四个光圈可传送至刷钱房"
		"info_tip_4"	"● 右下角塔防改为回城"
		"info_tip_5"	"● 右下角三个按钮可提升雅典娜属性"
		"info_tip_6"	"● 前期可在商店购买完成一向箔"
		"info_tip_7"	"● 完成赏金宝宝的任务能获取战鼓"
		"info_tip_8"	"● 副手宝石掉落顺序食人魔领主，树精，死灵龙，沙王和地狱火"
		"info_tip_9"	"● 各属性精髓能吸收未知的精髓"
		"info_tip_10"	"● 信使可以带真视宝石，可以暂存装备，不要用信使做多余的事。比如，尝试用信使合成装备"
		"info_tip_11"	"● 清完沙漠地区的所有怪才会召唤沙王"
		"info_tip_12"	"● 使用转生证明后100级可以进入右下角转生，第一次转生后激活专属任务，最多转生四次"
